record_id,date,week,month,annotator_id,annotator_name,annotator_level,project_id,project_name,task_type,annotations_count,avg_review_time_sec,accuracy_rate,flagged_count,throughput_per_hour
412,2025-03-11,11,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,226,43.6,0.9083,20,18660.6
413,2025-03-12,11,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,251,46.6,0.9171,20,19390.6
414,2025-03-12,11,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,250,32.3,0.9239,19,27863.8
415,2025-03-12,11,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,184,44.3,0.9005,18,14952.6
416,2025-03-12,11,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,164,28.7,0.9369,10,20571.4
417,2025-03-12,11,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,171,34.4,0.9032,16,17895.3
418,2025-03-12,11,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,192,23.1,0.915,16,29922.1
419,2025-03-12,11,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,206,57.9,0.9069,19,12808.3
420,2025-03-12,11,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,141,83.8,0.7867,30,6057.3
421,2025-03-12,11,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,147,54.2,0.8623,20,9763.8
422,2025-03-12,11,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,130,40.4,0.8435,20,11584.2
423,2025-03-12,11,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,120,81.5,0.7459,30,5300.6
424,2025-03-13,11,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,240,54.9,0.9183,19,15737.7
425,2025-03-13,11,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,170,26.9,0.9964,0,22750.9
426,2025-03-13,11,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,169,65.4,0.9057,15,9302.8
427,2025-03-13,11,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,171,36.5,0.9053,16,16865.8
428,2025-03-13,11,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,159,73.3,0.8983,16,7809.0
429,2025-03-13,11,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,137,36.2,0.8166,25,13624.3
430,2025-03-13,11,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,146,50.7,0.6908,45,10366.9
431,2025-03-13,11,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,178,58.9,0.8998,17,10879.5
432,2025-03-13,11,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,159,93.3,0.7841,34,6135.0
433,2025-03-13,11,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,162,49.8,0.846,24,11710.8
434,2025-03-14,11,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,215,46.1,0.9298,15,16789.6
435,2025-03-14,11,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,200,30.4,0.9661,6,23684.2
436,2025-03-14,11,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,178,49.5,0.9197,14,12945.5
437,2025-03-14,11,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,238,30.9,0.9392,14,27728.2
438,2025-03-14,11,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,195,78.7,0.8823,22,8919.9
439,2025-03-14,11,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,166,36.3,0.8474,25,16462.8
440,2025-03-14,11,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,115,85.0,0.7788,25,4870.6
441,2025-03-14,11,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,129,70.3,0.8158,23,6606.0
442,2025-03-14,11,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,146,54.0,0.7115,42,9733.3
443,2025-03-14,11,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,133,37.8,0.8516,19,12666.7
444,2025-03-14,11,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,151,110.7,0.8631,20,4910.6
445,2025-03-14,11,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,118,71.1,0.8389,19,5974.7
446,2025-03-17,12,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,199,46.3,0.9109,17,15473.0
447,2025-03-17,12,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,156,48.2,0.8964,16,11651.5
448,2025-03-17,12,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,170,42.5,0.9476,8,14400.0
449,2025-03-17,12,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,167,74.5,0.6368,60,8069.8
450,2025-03-17,12,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,167,47.5,0.8065,32,12656.8
451,2025-03-17,12,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,83,31.6,0.8625,11,9455.7
452,2025-03-17,12,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,196,34.4,0.7964,39,20511.6
453,2025-03-17,12,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,108,97.0,0.7013,32,4008.2
454,2025-03-18,12,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,176,46.7,0.9132,15,13567.5
455,2025-03-18,12,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,174,31.2,0.9479,9,20076.9
456,2025-03-18,12,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,164,67.4,0.8227,29,8759.6
457,2025-03-18,12,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,154,39.7,0.8831,18,13964.7
458,2025-03-18,12,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,198,75.8,0.6932,60,9403.7
459,2025-03-18,12,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,188,50.7,0.7899,39,13349.1
460,2025-03-18,12,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,206,34.2,0.953,9,21684.2
461,2025-03-18,12,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,157,86.4,0.9194,12,6541.7
462,2025-03-18,12,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,105,62.2,0.848,15,6077.2
463,2025-03-19,12,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,249,57.2,0.901,24,15671.3
464,2025-03-19,12,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,187,36.5,0.9297,13,18443.8
465,2025-03-19,12,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,240,47.9,0.8554,34,18037.6
466,2025-03-19,12,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,176,28.2,0.8611,24,22468.1
467,2025-03-19,12,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,212,62.3,0.7981,42,12250.4
468,2025-03-19,12,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,188,56.3,0.9188,15,12021.3
469,2025-03-19,12,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,169,54.8,0.7347,44,11102.2
470,2025-03-19,12,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,190,88.4,0.775,42,7737.6
471,2025-03-19,12,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,183,59.9,0.8574,26,10998.3
472,2025-03-20,12,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,274,46.2,0.9278,19,21350.6
473,2025-03-20,12,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,211,50.7,0.9459,11,14982.2
474,2025-03-20,12,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,225,31.2,0.9722,6,25961.5
475,2025-03-20,12,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,157,40.1,0.8482,23,14094.8
476,2025-03-20,12,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,101,84.0,0.8159,18,4328.6
477,2025-03-20,12,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,162,44.6,0.9023,15,13076.2
478,2025-03-20,12,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,162,102.6,0.755,39,5684.2
479,2025-03-20,12,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,123,67.3,0.8051,23,6579.5
480,2025-03-20,12,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,194,59.1,0.8741,24,11817.3
481,2025-03-20,12,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,193,48.4,0.9072,17,14355.4
482,2025-03-20,12,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,78,97.1,0.7509,19,2891.9
483,2025-03-20,12,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,108,60.3,0.9043,10,6447.8
484,2025-03-21,12,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,210,50.9,0.9511,10,14852.7
485,2025-03-21,12,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,217,47.2,0.947,11,16550.8
486,2025-03-21,12,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,108,52.8,0.9052,10,7363.6
487,2025-03-21,12,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,181,72.0,0.8117,34,9050.0
488,2025-03-21,12,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,81,50.7,0.779,17,5751.5
489,2025-03-21,12,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,149,43.7,0.9668,4,12274.6
490,2025-03-21,12,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,145,38.9,0.8567,20,13419.0
491,2025-03-24,13,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,245,46.4,0.896,25,19008.6
492,2025-03-24,13,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,210,30.3,0.9494,10,24950.5
493,2025-03-24,13,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,206,51.5,0.8734,26,14400.0
494,2025-03-24,13,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,196,32.1,0.9488,10,21981.3
495,2025-03-24,13,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,230,43.6,0.879,27,18990.8
496,2025-03-24,13,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,202,27.7,0.8096,38,26252.7
497,2025-03-24,13,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,116,77.7,0.8379,18,5374.5
498,2025-03-24,13,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,259,42.3,0.8774,31,22042.6
499,2025-03-24,13,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,191,116.4,0.9137,16,5907.2
500,2025-03-24,13,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,178,76.2,0.8556,25,8409.4
501,2025-03-24,13,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,161,46.6,0.7809,35,12437.8
502,2025-03-24,13,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,129,51.2,0.8028,25,9070.3
503,2025-03-25,13,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,230,54.2,0.9027,22,15276.8
504,2025-03-25,13,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,254,28.5,0.9242,19,32084.2
505,2025-03-25,13,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,188,40.1,0.9175,15,16877.8
506,2025-03-25,13,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,165,58.9,0.9152,13,10084.9
507,2025-03-25,13,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,134,53.8,0.9488,6,8966.5
508,2025-03-25,13,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,190,65.8,0.8216,33,10395.1
509,2025-03-25,13,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,156,55.5,0.9654,5,10118.9
510,2025-03-25,13,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,191,86.4,0.7228,52,7958.3
511,2025-03-25,13,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,174,24.9,0.9129,15,25156.6
512,2025-03-25,13,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,124,86.7,0.6943,37,5148.8
513,2025-03-25,13,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,150,46.9,0.7598,36,11513.9
514,2025-03-26,13,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,123,34.1,1.0,0,12985.3
515,2025-03-26,13,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,259,47.1,0.8819,30,19796.2
516,2025-03-26,13,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,224,23.5,0.9491,11,34314.9
517,2025-03-26,13,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,196,56.6,0.886,22,12466.4
518,2025-03-26,13,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,162,32.0,0.8669,21,18225.0
519,2025-03-26,13,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,162,70.5,0.8965,16,8272.3
520,2025-03-26,13,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,141,58.7,0.8792,17,8647.4
521,2025-03-26,13,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,129,54.9,0.6745,41,8459.0
522,2025-03-26,13,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,165,62.1,0.8131,30,9565.2
523,2025-03-26,13,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,172,43.1,0.8375,27,14366.6
524,2025-03-26,13,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,108,101.8,0.7147,30,3819.3
525,2025-03-27,13,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,218,42.6,0.914,18,18422.5
526,2025-03-27,13,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,208,26.1,0.9649,7,28689.7
527,2025-03-27,13,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,187,45.3,0.926,13,14860.9
528,2025-03-27,13,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,210,38.7,0.8725,26,19534.9
529,2025-03-27,13,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,185,44.5,0.9071,17,14966.3
530,2025-03-27,13,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,157,61.0,0.8634,21,9265.6
531,2025-03-27,13,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,132,23.4,0.9075,12,20307.7
532,2025-03-27,13,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,166,63.9,0.7294,44,9352.1
533,2025-03-27,13,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,154,88.6,0.8212,27,6257.3
534,2025-03-27,13,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,100,51.1,0.9125,8,7045.0
535,2025-03-27,13,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,147,32.6,0.8807,17,16233.1
536,2025-03-27,13,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,91,93.8,0.8875,10,3492.5
537,2025-03-27,13,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,142,50.2,0.8125,26,10183.3
538,2025-03-28,13,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,163,53.8,0.9177,13,10907.1
539,2025-03-28,13,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,204,50.2,0.939,12,14629.5
540,2025-03-28,13,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,187,47.3,0.9545,8,14232.6
541,2025-03-28,13,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,213,21.3,0.9676,6,36000.0
542,2025-03-28,13,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,146,61.8,0.9332,9,8504.9
543,2025-03-28,13,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,154,49.2,0.9027,14,11268.3
544,2025-03-28,13,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,199,71.5,0.8261,34,10019.6
545,2025-03-28,13,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,147,55.0,0.8766,18,9621.8
546,2025-03-28,13,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,113,80.8,0.8154,20,5034.7
547,2025-03-28,13,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,212,51.1,0.8015,42,14935.4
548,2025-03-28,13,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,219,38.4,0.8981,22,20531.2
549,2025-03-28,13,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,87,97.4,0.7788,19,3215.6
550,2025-03-28,13,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,169,67.5,0.9854,2,9013.3
551,2025-03-31,14,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,227,51.0,0.9058,21,16023.5
552,2025-03-31,14,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,199,35.9,0.9411,11,19955.4
553,2025-03-31,14,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,215,56.0,0.8698,27,13821.4
554,2025-03-31,14,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,244,35.1,0.9365,15,25025.6
555,2025-03-31,14,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,95,34.1,0.9519,4,10029.3
556,2025-03-31,14,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,169,59.6,0.8398,27,10208.1
557,2025-03-31,14,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,163,70.5,0.8057,31,8323.4
558,2025-03-31,14,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,115,48.5,0.7747,25,8536.1
559,2025-03-31,14,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,194,88.4,0.863,26,7900.5
560,2025-03-31,14,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,190,65.2,0.8041,37,10490.8
561,2025-04-01,14,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,222,49.3,0.8729,28,16211.0
562,2025-04-01,14,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,219,43.5,0.9356,14,18124.1
563,2025-04-01,14,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,196,29.5,0.9685,6,23918.6
564,2025-04-01,14,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,160,51.5,0.871,20,11184.5
565,2025-04-01,14,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,200,28.2,0.9051,18,25531.9
566,2025-04-01,14,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,237,59.6,0.8129,44,14315.4
567,2025-04-01,14,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,187,48.2,0.904,17,13966.8
568,2025-04-01,14,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,149,99.9,0.8566,21,5369.4
569,2025-04-01,14,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,146,50.4,0.8704,18,10428.6
570,2025-04-01,14,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,236,37.9,0.841,37,22416.9
571,2025-04-01,14,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,174,90.9,0.6596,59,6891.1
572,2025-04-01,14,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,163,46.8,0.8246,28,12538.5
573,2025-04-02,14,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,219,50.4,0.9213,17,15642.9
574,2025-04-02,14,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,196,36.8,0.9422,11,19173.9
575,2025-04-02,14,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,232,52.5,0.8719,29,15908.6
576,2025-04-02,14,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,242,25.8,0.9642,8,33767.4
577,2025-04-02,14,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,182,61.5,0.8811,21,10653.7
578,2025-04-02,14,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,157,38.8,0.8879,17,14567.0
579,2025-04-02,14,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,197,54.7,0.8179,35,12965.3
580,2025-04-02,14,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,132,54.4,0.9584,5,8735.3
581,2025-04-02,14,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,125,90.3,0.7942,25,4983.4
582,2025-04-02,14,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,176,52.8,0.8343,29,12000.0
583,2025-04-02,14,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,169,59.3,0.8414,26,10259.7
584,2025-04-02,14,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,205,17.4,0.9071,19,42413.8
585,2025-04-02,14,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,103,70.3,0.8207,18,5274.5
586,2025-04-03,14,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,251,48.7,0.9286,17,18554.4
587,2025-04-03,14,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,258,40.8,0.9792,5,22764.7
588,2025-04-03,14,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,232,49.8,0.8519,34,16771.1
589,2025-04-03,14,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,202,24.3,0.98,4,29925.9
590,2025-04-03,14,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,163,47.8,0.9121,14,12276.2
591,2025-04-03,14,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,171,52.6,0.8751,21,11703.4
592,2025-04-03,14,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,176,40.9,0.8372,28,15491.4
593,2025-04-03,14,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,105,91.9,0.7642,24,4113.2
594,2025-04-03,14,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,102,36.4,0.825,17,10087.9
595,2025-04-03,14,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,69,101.4,0.7949,14,2449.7
596,2025-04-03,14,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,71,49.5,0.7849,15,5163.6
597,2025-04-04,14,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,219,56.1,0.8437,34,14053.5
598,2025-04-04,14,2025-04,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,213,33.4,0.9501,10,22958.1
599,2025-04-04,14,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,216,45.6,0.8904,23,17052.6
600,2025-04-04,14,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,186,33.9,0.9606,7,19752.2
601,2025-04-04,14,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,236,46.3,0.8417,37,18349.9
602,2025-04-04,14,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,117,24.6,0.8366,19,17122.0
603,2025-04-04,14,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,179,50.9,0.8268,31,12660.1
604,2025-04-04,14,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,165,86.5,0.7988,33,6867.1
605,2025-04-04,14,2025-04,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,194,74.7,0.8039,38,9349.4
606,2025-04-04,14,2025-04,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,94,27.4,0.7869,20,12350.4
607,2025-04-04,14,2025-04,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,162,31.1,0.8947,17,18752.4
608,2025-04-04,14,2025-04,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,133,89.6,0.751,33,5343.8
609,2025-04-04,14,2025-04,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,136,58.6,0.7646,32,8354.9
610,2025-04-07,15,2025-04,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,252,48.9,0.9006,25,18552.1
611,2025-04-07,15,2025-04,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,231,50.6,0.9286,16,16434.8
612,2025-04-07,15,2025-04,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,218,25.4,0.9508,10,30897.6
613,2025-04-07,15,2025-04,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,129,47.7,0.8887,14,9735.8
614,2025-04-07,15,2025-04,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,162,38.0,0.8247,28,15347.4
615,2025-04-07,15,2025-04,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,150,68.3,0.8664,20,7906.3
616,2025-04-07,15,2025-04,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,134,56.9,0.8554,19,8478.0
617,2025-04-07,15,2025-04,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,168,97.4,0.7512,41,6209.4
